#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.780   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.803   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.825   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.847   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.870   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.892   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.914   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.937   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.959   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   0.981   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.004   -26.671  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
#Band-index    4
   1.004   -20.354  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.981   -20.353  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.959   -20.349  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.937   -20.342  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.914   -20.333  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.892   -20.320  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.870   -20.306  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
   0.847   -20.288  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.825   -20.268  0.640  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.803   -20.245  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.780   -20.220  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.758   -20.192  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.736   -20.162  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.640
   0.713   -20.130  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.691   -20.095  0.628  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.669   -20.059  0.630  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.646   -20.022  0.628  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.624   -19.987  0.630  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.640
   0.602   -19.960  0.624  0.012  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.642
   0.579   -19.951  0.630  0.010  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.644
   0.579   -19.951  0.630  0.010  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.644
   0.568   -19.952  0.622  0.006  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.642
   0.557   -19.957  0.622  0.002  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.642
