#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.000   -20.353  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
#Band-index    5
   0.000   -18.986  0.597  0.030  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.646
   0.019   -19.015  0.592  0.030  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.656
   0.039   -19.070  0.600  0.020  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.658
   0.058   -19.130  0.600  0.018  0.000  0.042  0.000  0.000  0.000  0.000  0.000  0.646
   0.077   -19.193  0.600  0.016  0.000  0.040  0.000  0.000  0.000  0.000  0.000  0.652
   0.097   -19.257  0.612  0.012  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.652
   0.116   -19.319  0.610  0.010  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.652
   0.135   -19.380  0.608  0.008  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.646
   0.155   -19.440  0.610  0.006  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.652
   0.174   -19.498  0.610  0.002  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.654
   0.193   -19.555  0.616  0.000  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.650
   0.213   -19.609  0.620  0.000  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.646
   0.232   -19.662  0.618  0.000  0.000  0.030  0.000  0.000  0.000  0.000  0.000  0.646
   0.251   -19.712  0.622  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.644
   0.271   -19.760  0.618  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.648
   0.290   -19.806  0.618  0.000  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.648
   0.309   -19.849  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.642
   0.329   -19.888  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.348   -19.920  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.648
   0.367   -19.934  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.645
   0.367   -19.934  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.645
   0.379   -19.934  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.645
   0.390   -19.933  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.401   -19.931  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.412   -19.929  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.423   -19.926  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.434   -19.922  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.446   -19.918  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.457   -19.913  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.468   -19.907  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.479   -19.900  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
   0.490   -19.893  0.628  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.644
